123456789abcdef 0.00
123456789abcde0 -1.00
123456789a0bdef -2.00
123456789ab0def -1.00
123456089a7bdef -3.00
124056379ab8def -5.00
120456379ab8def -4.00
123456079ab8def -3.00
123456709ab8def -2.00
123456789a0cdeb -2.00
12345678d9ab0ef -5.00
1234567809abdef -4.00
1234567890abdef -3.00
123456809a7bdef -4.00
123450679ab8def -4.00
123456789abcd0e -2.00
512306849a7cdeb -11.79
012356849a7cdeb -8.86
102356849a7cdeb -7.04
120356849a7cdeb -6.00
123056849a7cdeb -5.00
123456809a7cdeb -4.00
123456089a7cdeb -3.00
123456079ac8deb -5.00
123456709ac8deb -4.00
123456789ac0deb -3.00
123456789acfdeb -4.00
120356749ab8def -4.00
123056749ab8def -3.00
123456780abc9de -4.00
123456789abc0de -3.00
1234567809acdeb -4.00
1234567890acdeb -3.00
123450689a7fdec -8.00
123405689a7fdec -9.00
123456089a7fdec -7.00
123456789a0fdec -6.00
123456789af0dec -5.00
123456789afbdec -4.00
123456789afbde0 -3.00
123450689a7bdef -4.00
123456b79a80def -5.00
123456b09a87def -6.00
1234560b9a87def -7.00
1234506b9a87def -8.00
1234056b9a87def -9.05
123456b79a8cdef -6.00
0234156b9a87def -10.76
1034526b9a87def -9.23
1204563b9a87def -8.00
1234568b9a07def -6.00
1234568b9a70def -5.00
1234567890bcdae -3.00
123456789eabd0f -4.00
123450679ac8deb -6.00
12345678adbc9e0 -7.00
12345678adbc9ef -8.24
12345678adb09ef -9.00
12345678ad0c9eb -8.00
12345670adb89ef -10.12
12345678a0dc9eb -9.00
123456780adc9eb -10.04
123456789adc0eb -11.75
123456789adce0b -12.61
123456789adceb0 -12.46
123456789adcebf -12.40
123456789ad0ebf -12.68
123456789a0cebd -12.38
123456789a0debf -13.01
123456789ac0ebd -12.70
123456709ad8ebf -13.04
123456789acfebd -12.77
123456089a7cebd -12.12
123450689a7cebd -11.91
123405689a7cebd -11.89
123456089a7debf -13.19
123450689a7debf -12.79
123405689a7debf -12.88
123456789afdeb0 -13.07
123456789afdebc -13.02
123456789af0ebc -13.52
123456789a0febc -12.96
123456709af8ebc -13.66
123456789acfeb0 -12.91
123456709ac8ebd -12.28
1234567890acebd -12.13
023415689a7cebd -11.81
103452689a7cebd -11.77
120456389a7cebd -12.02
1234567890dceab -12.38
123456789d0ceab -12.91
123456789dbcea0 -13.52
123456789dbceaf -14.32
123456789db0eaf -13.90
123456789dbce0a -13.14
123456789dbc0ea -12.80
1234567890bceda -12.72
1234567809bceda -12.36
123456789b0ceda -12.11
123456709db8eaf -14.05
123456789dc0eab -13.54
123456780dbc9ea -13.12
12345678d0bc9ea -12.75
12345678db0c9ea -12.53
12345678e9bc0da -12.16
12345678e9bcd0a -12.10
12345678e9bcda0 -11.88
12345678e9bcdaf -12.67
12345678e9b0daf -12.30
